PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
SJcmW	8/8/3p4/1N4k1/2P1P2p/PP1P3R/3r2r1/2R4K w - - 3 38	b5d6 g5g4 h3h4 g4h4	1468			
dezos	r4rk1/pp3ppp/2p1pn2/3p4/1n1P4/1Nq1PQB1/2B2PPP/1K1R3R w - - 4 16	d1d2 b4c2 d2c2 c3b3	1478			
YsKIt	k7/4b3/p7/4pB1p/1qPpPp1P/5N2/3KQP2/8 w - - 1 35	d2d1 b4b1 d1d2 e7b4	1536			
3NNX1	5bk1/7p/4NQ2/p2p4/2q5/8/2P2PPP/5K2 w - - 1 27	f1e1 f8b4 c2c3 b4c3 f6c3 c4c3	1499			
qdHoF	8/8/k7/PRK5/7P/8/8/r7 w - - 7 62	h4h5 a1c1 c5d4 a6b5	1474			
BeReb	3rk1nr/p1qn2pp/b1p2p2/P1b5/R1NBP3/1QN5/1P3PPP/4KB1R w Kk - 1 18	c4d6 c7d6 f1a6 c5d4	1491			
4j7c2	r1bq1rk1/1p1pnpbp/p5p1/5P2/3N4/2N5/PPP3PP/R1BQ1R1K b - - 0 13	b7b5 f5f6 g7f6 f1f6	1521			
uWnjz	3r1rk1/pp2qpp1/4n2p/5Q1R/4N3/5P2/PP4PP/5R1K w - - 0 26	h5h6 g7h6 e4f6 g8g7	1493			
dne7Z	r2qr1k1/pp3p2/3P1np1/7p/2BpN3/5PQ1/PPb4P/R4KR1 b - - 1 20	f6e4 g3g6 g8h8 g6h5	1546			
yAW1h	r3k2r/ppp1qppb/2np3p/2b1pB2/4n2N/2NP3P/PPP2PP1/R1BQR1K1 w kq - 0 13	f5e4 e7h4 e4c6 b7c6	1460			
Mfmg3	8/7p/8/7K/p1kPp3/Pp2P3/1P6/8 b - - 9 44	c4d3 d4d5 d3c2 d5d6 c2b2 d6d7 b2a3 d7d8q	1533			
3edag	2rq1rk1/1b1p1ppp/1p1P4/pn2P3/8/1Q3N2/P4PPP/R1R3K1 w - - 0 20	b3b5 c8c1 a1c1 b7f3	1518			
piQNr	2k4r/ppb5/6R1/7r/2p5/2N2P2/PPP2P2/5RK1 w - - 3 33	f1d1 h5h1 g1g2 h8h2	1500			
VYEcx	2kr2r1/ppp2p1p/2q2p2/3Np3/1bPn4/1B2B1Pb/PP3P1P/R2QR1K1 b - - 6 16	b4e1 d5e7 c8b8 e7c6	1471			
8lZC0	2r2rk1/1p2bp1p/p2p1np1/3P1q2/2N2P2/1P3Q1P/P2B2P1/R4RK1 b - - 1 23	f6d5 g2g4 f5d7 f3d5	1489			
GWNWg	1k1r2r1/1bq2p2/p2Np2p/1p2P3/Pn6/2P1R3/5PPB/R2Q2K1 w - - 0 28	c3b4 g8g2 g1f1 g2h2	1502			
Cifex	rnb4r/pp3k2/5bp1/6p1/8/1P6/P1PP2PP/RNB2RK1 b - - 0 16	f7g7 f1f6 g7f6 c1b2 f6f7 b2h8	1513			
liMBf	7r/pp3pk1/2p5/2N3p1/2B2p2/3P3r/PPP2PK1/4RR2 w - - 2 23	f1h1 f4f3 g2f1 h3h1	1513			
D4qZj	r3r1k1/pR2pp1p/3p2p1/3P3q/6N1/2P3R1/P3nPBK/3Q4 w - - 8 28	g2h3 e2g3 h2g3 f7f5 g4f6 e7f6	1514			
n1P1R	3rr1k1/pp3pb1/2p3p1/3q4/3P4/P6Q/1PPB4/1K1R3R b - - 0 31	d5d4 h3h7 g8f8 d2b4 d4b4 a3b4	1486			
BFK56	1b2r1k1/p3qpp1/7p/1Q6/3R4/4PNP1/5PKP/8 b - - 7 37	b8d6 d4d6 e7d6 b5e8	1452			
PlgYZ	5rk1/1p3pp1/p1q1pb1p/8/5Q2/8/PPPRNPPP/6K1 w - - 0 21	c2c3 f6g5 f4g5 h6g5	1461			
CzlZ0	r7/4b1k1/1p1qp1p1/p2p1pN1/3P1P2/nPPQ2P1/KB5R/8 b - - 2 38	e7g5 b2a3 d6c6 f4g5	1545			
EKjyj	r4rk1/6p1/bp5p/1N1ppp1n/B5nq/4PN1P/PQ3PP1/2R1R1K1 b - - 1 26	e5e4 f3h4	1532			
Uyt8K	rb1r2k1/2p2ppp/1pP1b3/1P4q1/Pp1Pp3/4P1P1/2QN3P/R3KB1R w KQ - 1 24	c2e4 e6d5 e4f4 g5f4 g3f4 d5h1	1456			
y0STr	8/8/4p3/3pk1P1/p2r4/6PK/8/5R2 b - - 0 39	a4a3 g5g6 d4d1 f1d1	1546			
UwdwA	r4rk1/5ppp/4p3/p2p4/P1pP4/2n1B3/2B2PPP/R4RK1 w - - 0 24	f1c1 c3e2 g1f1 e2c1	1477			
13yvm	8/8/1p6/p6p/P3k2P/2K2p2/1P3P1P/8 w - - 0 44	b2b3 e4d5 c3d3 d5c5	1494			
0x5dT	r3k1nr/ppp3pp/2n5/4p3/1PpbP1b1/P1N2N2/3B1PPP/2RBK2R b Kkq - 2 12	e8c8 f3d4 e5d4 d1g4	1480			
z15S5	r1bqr1k1/ppp2ppp/3b1n2/8/2B5/2N3Q1/PPP2PPP/R1B2RK1 w - - 5 13	c1f4 f6h5 f4d6 h5g3	1499			
VdyIQ	r2r2k1/2q1bppp/p1n5/1p2p3/8/1PQ1BP2/1PP1B1PP/3R1RK1 w - - 0 18	e2d3 e7b4 c3c6 c7c6	1479			
9MPqB	6k1/6p1/Q5p1/2P1q2p/8/4prPP/P2R1P1K/8 w - - 0 29	d2d8 g8h7 d8h8 h7h8 a6a8 h8h7 a8f3 e3e2	1531			
fHP8c	5r1k/p1p1R3/1pQp2pp/8/2P1N3/6Pq/PP6/3R1rK1 w - - 4 32	d1f1 f8f1	1464			
6OUe0	2kr3r/pppn2pp/4Q3/3N4/8/P4P2/1qP3PP/3R1R1K b - - 2 20	h8e8 d5e7 c8b8 d1d7	1468			
cJX0m	8/4k1p1/1pp3p1/p2PP3/8/1P6/P2r1KRP/8 w - - 3 31	f2g3 d2g2 g3g2 c6d5	1503			
32io7	6k1/4R1r1/p1p5/3pQ3/3P4/6P1/P3NP2/1q4K1 w - - 1 32	g1h2 b1h7 h2g2 g7e7	1507			
sBb57	rnbqk2r/ppp3pp/8/2b1p1B1/4np2/3P4/PPP2PPP/RN1QKB1R w KQkq - 0 9	g5d8 c5f2 e1e2 c8g4	1481			
XPQgc	rn1qk2r/pp1b1ppp/8/1B1p4/3P4/8/PP1NQPPP/2R1K2R b Kkq - 4 13	d8e7 c1c8	1453			
JJ64u	3n3r/6Q1/3k3p/4n3/p2q4/P2P3P/BPP2PP1/2K1R3 w - - 1 27	g7h8 e5d3 c2d3 d4h8	1479			
gwnp7	r1r3k1/1p2p2p/6p1/1q6/3R4/1P3P2/PQ4P1/1K5R w - - 2 26	d4e4 b5d3 b1a1 c8c2	1537			
JD8yL	6k1/p2p1ppp/bp6/5Q2/K3r3/2q1P1P1/P4P1P/R6R w - - 2 25	f5e4 b6b5	1496			
aL6VH	b3R1k1/3p2pp/p7/1p1P1r2/8/qB6/P1P2PPP/R5K1 b - - 1 21	f5f8 d5d6 a3b3 e8f8	1528			
qMoSM	r4rk1/pp3pb1/1qp2Bp1/4p2p/2P1P3/1PN5/P1Q1bPPP/3R1RK1 w - - 0 16	f6g7 e2d1 c3d1 g8g7	1508			
glZNT	8/8/2pB1Rp1/2Pr2P1/1k6/6bP/4Kp2/8 b - - 5 45	g3h4 f6f4 b4c3 f4h4 f2f1r e2f1	1477			
Lw7tL	r1q2rk1/1p1nb3/7Q/p2p1p2/P2Np1b1/2P3PP/1P2PP2/R3R1KB b - - 0 22	f8f6 h6g5 g8f7 h3g4	1463			
e2gB9	3r2k1/pQp2pp1/B3p2p/3rn3/q7/P5N1/1PP3PP/1K2R2R w - - 1 21	b7c7 a4a6	1455			
8R6wA	8/8/6pk/6qp/5Q2/8/PP3P2/1K6 w - - 6 46	f4g5 h6g5 b1c2 h5h4 c2d3 h4h3	1500			
hMhC5	8/8/6pp/4k3/6P1/5PKP/8/8 w - - 0 56	h3h4 g6g5	1458			
wodci	8/RB3p2/7k/Pb4p1/5K2/r4PP1/8/8 w - - 0 47	f4g4 b5d7	1464			
C8L1t	3r4/r2pNppk/p2Rn2p/1p6/8/2P5/PP4PP/3R2K1 b - - 6 26	e6c5 e7c6 d7c6 d6d8	1505			
zIvPH	4r2r/pppbPR2/2np1R2/7k/6p1/6PP/PP2B2K/8 b - - 2 29	h5g5 h3h4 h8h4 g3h4	1466			
U4z3Q	4r1k1/2p2Npp/ppp4r/4nQ2/1Pq5/2P5/6RP/6RK b - - 0 31	e5f7 g2g7 g8f8 g7g8 f8e7 g1e1	1544			
9JpYl	3r2k1/pp1r1ppp/4bq2/3P4/2N5/PP1R4/5PPP/R2Q2K1 w - - 3 24	d3f3 d7d5 c4e3 d5d1	1527			
FcqML	2R5/5ppk/1r1qpn1p/3p4/8/r3PN1P/2Q2PP1/R5K1 b - - 3 28	g7g6 a1a3 d6a3 c2c7 a3a1 g1h2	1526			
rpbp5	3q1r1k/R5pp/5n2/5Q2/1b2N3/4PN2/5PP1/5K2 w - - 4 33	e4f6 d8d1 f3e1 d1e1	1463			
IsQo0	r4rk1/pq1n1pp1/7p/3p4/Q4N2/6P1/PP3P1P/2R1R1K1 w - - 0 23	f4d5 b7d5 e1d1 d7b6 d1d5 b6a4 b2b3 a4b6	1535			
Q9pu1	r4rk1/pbp3b1/3pqnpp/2p5/2P1PR2/1P1Q4/P2NB1PN/5RK1 b - - 2 22	b7e4 d2e4	1476			
SdpF8	8/pkp5/1p5p/2P5/1P6/P4KR1/3P2P1/r7 w - - 0 50	g3h3 a1a3 f3e4 a3h3 g2h3 b6c5	1467			
k7aU8	2r4r/pp4bp/4Q1pk/1B1p1p2/8/1KP2b2/PP4qP/R5R1 b - - 2 29	g2h2 e6e3 f5f4 e3f3	1508			
yeuk5	2r1r1k1/pp3pb1/1q4p1/2pp4/3Pn3/3QBN2/PP3PP1/1K1R3R w - - 2 20	d4c5 b6b2	1459			
N4ufe	r4r2/p1pq1p1k/1p1b1p1N/3Qn3/2P5/1P6/P3BPPP/R4RK1 w - - 1 21	e2g4 e5g4 h6g4 d7g4	1480			
By1SS	3r3r/pp3kpp/4p3/2b2p2/2B2q2/2P5/PP1R2PP/2K1Q2R b - - 2 20	d8d2 e1e6 f7f8 e6f7	1452			
bhniC	2Q5/2p2p2/3k1pr1/1p1q4/8/6P1/2p2P1P/4R1K1 b - - 1 34	d5d1 c8d8 d6c5 e1d1 c2d1r d8d1	1516			
AJOjt	r2q1b1r/1p2pkpp/p1n2n2/2p1p3/P5b1/2NP1N2/1PP2PPP/R1BQR1K1 b - - 0 10	c6d4 f3e5 f7e8 e5g4	1539			
83tPm	r3k2r/pp1nbppp/1qn1p3/1B1P4/1p6/3Q4/PBP2PPP/RN3RK1 b kq - 0 12	c6e5 b2e5	1527			
Agi6L	8/6p1/8/3p4/1pp3R1/1P1kP1P1/8/4KN1r w - - 0 43	b3c4 d5c4 g4d4 d3c3	1530			
qbxSA	1r4k1/5pp1/7p/Q7/p3P3/1P3B1P/2P2PPK/q7 w - - 0 30	e4e5 a4a3	1514			
dVdLr	r4rk1/1p2bpp1/pqb1pn1p/8/7Q/2NB4/PP3PPP/R1BR2K1 b - - 1 17	f6d5 c3d5 e7h4 d5b6	1508			
75qfb	2r2rk1/p4pp1/3qpnp1/1p4N1/2pP3R/4Q1P1/PP3PP1/R3K3 b Q - 3 22	f8e8 h4h8 g8h8 g5f7 h8h7 f7d6	1515			
WSnd4	7r/p4pk1/1p2pqp1/3p4/4n3/4P1PP/P1Q2PB1/5RK1 b - - 4 31	f6c3 g2e4 c3c2 e4c2	1536			
FlqN8	8/p2k4/2n1p1r1/2Q3Pp/3p4/2Pq4/PP1B3N/R6K w - - 1 30	d2e1 d3e4 h1g1 e4e3	1523			
Q8gSS	r4b1r/1p1k1ppp/p3pnb1/8/3PPB2/P1N2N2/1P4PP/R4RK1 b - - 3 15	f6e4 f3e5 d7e8 e5g6 h7g6 c3e4	1506			
JPTKk	3R4/5kp1/q4r1p/8/3PQ3/5PP1/7P/6K1 w - - 8 41	d4d5 a6b6 g1g2 b6d8	1481			
UEWzU	r4rk1/p4p1p/b1pp1p2/7q/4p3/1P2P2P/P1PP1RP1/RN2Q1K1 w - - 0 18	f2f6 h5e5 b1c3 e5f6	1476			
Xsbqe	4r3/pk5r/4p3/1p1N4/2nB1p1p/2PR1PbP/P3R3/7K b - - 0 41	e6e5 d5f6	1507			
bVY2O	6k1/p3q1pp/1p2p2n/3p1r2/3Bp2P/6Q1/P4PP1/2R3K1 b - - 0 24	f5f8 c1c7 e7c7 g3c7	1476			
eyYv4	3r1rk1/pbp4p/2n1pp2/1N3p2/1b6/2QBq3/PB4R1/5K2 b - - 3 27	g8h8 c3f6 f8f6 b2f6	1459			
9MSix	r1b1k2r/2q2ppp/p1p2n2/3P4/1b6/2N2P2/PP1BB1PP/R2QK2R b KQkq - 0 12	c6d5 d1a4 c8d7 a4b4	1469			
8litT	3q4/pp3kpQ/3p4/2p3r1/6P1/2P4P/PP6/2R3K1 b - - 1 28	d8e7 c1f1 f7e8 h7g8 e8d7 f1f7	1529			
TJ41j	r1b2rk1/pp2qppp/4p3/3n4/2QP4/5N2/PP1N1PPP/R3R1K1 b - - 1 14	c8d7 c4d5 e6d5 e1e7	1495			
irQhy	6k1/8/3p4/7p/2p3p1/8/PP3K2/8 b - - 0 45	h5h4 a2a4 d6d5 a4a5 d5d4 a5a6	1524			
NhD5O	r1b2rk1/1p3ppp/p3p3/8/2BR4/2q1BQ2/PnP1K1PP/5R2 b - - 3 24	b2c4 f3f7 f8f7 d4d8 f7f8 f1f8	1541			
GtiGJ	r3kb1r/pppnq2p/3p1p1n/4P3/2BP1B1P/5Ppb/PPP5/RN1QR1K1 b kq - 0 13	e8c8 e5d6 e7d6 f4d6	1521			
Ew6C5	8/8/4B1Kp/2k1p1p1/1n6/5P1P/6P1/8 b - - 3 49	c5d4 g6h6 e5e4 f3e4	1513			
Lms4j	1k1rr3/ppp1bp1p/8/2PBnqp1/8/4B2P/PP2QPP1/3R1R1K w - - 1 20	e2b5 c7c6 b5a4 c6d5	1460			
uVGo0	q3k3/4b2p/p2BQ1p1/1p6/3p4/3P1r2/P5PP/3R1K1R w - - 0 30	f1e2 f3e3 e6e3 d4e3	1453			
Kw2om	2kr1bnr/pp1n1q2/2p2p2/4P3/1P3Bb1/2NQ1NPp/P1P1BP1K/R3R3 b - - 0 16	d7e5 f3e5 f6e5 e2g4	1535			
4ROnf	2kr1q2/p1p2p1Q/1p1p4/3Pp3/2P5/2P2K2/P6P/6R1 b - - 2 24	f7f5 g1g7 f8g7 h7g7	1481			
uFFMq	8/4k3/p5p1/1p1K4/3Pp2p/1P4p1/P6P/2B5 w - - 0 37	h2g3 h4h3 d5e4 h3h2	1527			
jd3ZW	7r/1Nprkppp/1nQ1p3/8/3q4/8/5PPP/4R1K1 b - - 12 31	f7f5 c6e6 e7f8 e6e8	1496			
z6rWL	r1bqk2r/1pp2p2/p1nb1n1p/3p2pN/3Pp3/2P1P3/PP1B1PPP/R2QKBNR b KQkq - 1 10	c8f5 h5g7 e8f8 g7f5	1530			
zBnyL	1r1r4/1q2k1pp/p1b1pn2/4p3/1p2P3/P1NB3P/1PP1Q1P1/2KR3R w - - 0 21	a3b4 b7b4	1507			
kE9sb	r1b3k1/1p6/p3pqp1/3p2Q1/2p2P2/P3B3/P2Rn1Pr/5R1K w - - 0 27	h1h2 f6h8 g5h6 h8h6	1475			
mzB2V	r4rk1/p2n1ppp/1pp2q2/5b2/3P4/1Q2PN2/PP3PPP/2R1KB1R w K - 2 13	g2g3 f5e4 f1g2 e4f3	1525			
aetbX	8/ppk1q3/2pnB2p/6p1/3P2P1/1QP2P2/PP1K4/8 w - - 2 36	c3c4 e7e6 c4c5 e6b3 c5d6 c7d6	1456			
qkre2	3r2k1/p4pq1/4b1p1/n1r2p2/Np3P2/3BPQ2/PP3P1R/1K1R4 b - - 1 23	b4b3 a4c5 b3a2 b1a1	1504			
TCTyf	r1b2rk1/pp3ppp/1q2p3/2bp4/2pN1P2/2P1P3/PPB2QPP/R3K2R b KQ - 0 17	b6b2 c2h7 g8h7 f2b2	1480			
uTyvj	Qn1r4/p1q1k3/2pp4/2N1nBpp/3RPb2/8/PPP4p/3R3K b - - 3 24	d6c5 d4d8 c7d8 d1d8	1514			
eFMDd	4qk2/3n1p1Q/2p1p1p1/ppPpP1N1/3n1N2/PP4P1/5P2/7K w - - 4 38	g5f7 e8f7 f4g6 f8e8 h7h8 d7f8	1468			
vrI9O	r1bQ4/pp2Rr1k/2p2q1p/5p2/8/8/P1P2PPP/4R1K1 b - - 7 26	c8e6 e7f7 f6f7 d8a8	1479			
LHGNf	8/8/7p/2R3p1/2R1b1P1/4k2P/1r6/4K3 w - - 2 38	c5e5 b2b1 c4c1 b1c1	1500			
1Rcrs	rnb3k1/ppp1b3/5rq1/3Q4/8/2P1B3/PPP2PPP/2KR3R b - - 0 16	c8e6 d5b7 f6f8 b7a8	1513			
sr8TH	rn1qkb1r/1b2pppp/p1p5/1p1nP1B1/2pPN3/5N1P/PP3PP1/R2QKB1R b KQkq - 2 9	h7h6 e4d6 e7d6 g5d8	1523			
4susZ	r3k2r/pp2npp1/4p3/2Npq1Pp/7P/P6R/1PQ1N1B1/4K3 b kq - 4 27	b7b6 c2a4 e8f8 c5d7	1482			
uxPUi	4r1k1/6pp/R4p2/8/5Bb1/1P1P2P1/P4K1P/3nR3 w - - 1 28	f2f1 g4h3 f1g1 e8e1	1512			
N5cqi	8/6p1/1p1n1p2/pN1P4/P4kPp/1P1K1P2/7P/8 b - - 4 37	d6b5 a4b5 f4e5 d3c4	1470			
ycyPs	6n1/7p/p2pk3/1p1P4/2N3q1/1KP5/PP3r1P/R1B1R3 b - - 0 24	e6d5 c4e3 d5c6 e3g4	1510			
ga2zT	5k2/5ppp/2p5/NbP5/1P6/P1n2P2/3NpKPP/8 w - - 0 29	a5b3 c3d1 f2e1 d1e3	1484			
7vQua	r2qr1k1/pp2bpp1/2p1p2p/2p4b/4P1nB/2NPRN1P/PPP2PP1/R2Q2K1 w - - 4 13	h4e7 g4e3 e7d8 e3d1	1521			
P87fM	1qr2rk1/1p3ppp/p7/8/3pN1n1/1P1QP1P1/1P3P1P/1B3RK1 b - - 0 24	g4e5 e4f6 g7f6 d3h7	1494			
y3dgY	3Q3b/5k2/p1p1q2P/1p1nPp2/5P2/2P3B1/PP1r1P2/4R1K1 b - - 8 33	e6e8 e5e6 f7f8 e6e7	1452			
eHiqP	r3k2r/ppp1q1pp/3b1n2/4nQ2/2B5/8/PPP2PPP/RNB2RK1 w kq - 3 14	f1e1 e5f3 f5f3 e7e1	1452			
BMn2b	8/8/1R3k2/6b1/1P1r1p2/3p1K2/r4P2/6R1 b - - 1 38	f6e5 g1g5	1464			
vuLF8	3r1r1k/6p1/2Q5/7p/P2p4/1P1Pp3/2P3PP/5R1K w - - 0 29	f1f8 d8f8 g2g4 e3e2	1533			
DLrC7	2rqkb1r/pp3ppp/2nppnb1/1B2P3/3N2P1/2N2Q1P/PPP2P2/R1B2RK1 b k - 0 12	d6e5 d4c6 b7c6 b5c6 c8c6 f3c6	1498			
QbeaX	3r1rk1/1pN2qpp/pn1p4/4n3/1P2P3/P3RN1P/5PP1/2RQ2K1 w - - 1 24	f3e5 f7f2 g1h1 f2e3	1468			
Zs5Ce	r1b2rk1/2qpn1p1/p4p1p/4pP2/2p1P3/2P2N2/PBP1Q1PP/3R1RK1 w - - 0 19	f3h4 c7b6 g1h1 b6b2	1466			
jK8jf	4rrk1/p2R1q2/1b5p/1p4p1/4N1Q1/1P4P1/P1P2P2/3R2K1 b - - 7 28	e8e4 g4e4 f7f2 g1h1 f2f3 e4f3	1537			
R4oxM	8/5pkp/2Pp2p1/1P1P2N1/rPQ1nP2/p7/P1K2qPP/3R4 w - - 7 32	c2c1 f2b2	1534			
IY0Gq	R7/2p2r2/PbRB2k1/7p/r7/5P2/6PK/8 b - - 0 43	c7d6 c6b6	1538			
A67j2	r1bqr3/1p1n1kbQ/p3p1p1/3pP3/2pP2B1/2N5/PPP2PPP/4RRK1 b - - 0 18	e8h8 g4e6 f7f8 h7g6	1484			
SfVl1	6rk/2pq2p1/3p1pRp/2nPpP1P/1pP1P3/1P6/3r1PQK/3B2R1 b - - 10 39	h8h7 g6h6 g7h6 g2g8	1546			
IEtHy	4rr2/pnqp3R/4Q1pk/2p3Np/P1P5/2P1P1P1/7P/R5K1 b - - 4 28	h6g5 h2h4	1505			
y4ByT	4r1k1/pp6/3p2p1/3P1p2/2Pp1b2/3B1P1P/PP3K2/3R4 w - - 0 27	d1e1 f4g3 f2g3 e8e1	1507			
vxwSZ	4k1b1/2r3p1/3R1p1p/2B2P2/3p2P1/3r3P/6K1/4R3 b - - 4 41	c7e7 e1e7 e8e7 d6d4 e7e8 d4d3	1488			
L9xBw	r1b1k1nr/5ppp/p3p3/8/1b1N1P1q/2N3P1/PP5P/R1BQK2R b KQkq - 0 13	h4h3 d1a4 c8d7 a4b4 h3g2 h1f1	1514			
T09hb	5rnk/1pr1pq1p/4B3/p2Pp3/P1P3Q1/6RP/6PK/8 b - - 1 35	f7f4 g4g7	1549			
WLiH1	3r3k/p1Q2pb1/2p1q2p/2P2p2/P2Pp3/1P5P/5PP1/3R2K1 b - - 3 28	d8d4 d1d4 g7d4 c7d8 h8g7 d8d4	1535			
L0NUA	r2qr1k1/pp4p1/4bpNp/5n2/2pP1B2/P1P5/2Q2PPP/R3R1K1 b - - 3 20	e6f7 c2f5 f7g6 f5g6	1543			
UghdV	r2q3r/pb1k1pbp/2p3p1/2Bp4/4n3/1BP5/PP3PPP/RN1QR1K1 w - - 6 14	d1g4 f7f5 g4f4 e4c5	1513			
idynj	r3k2r/1bppqpb1/pp4p1/3P3p/4N3/P3PPP1/1P2NP2/2RQ1RK1 b kq - 0 17	g7b2 c1c7	1480			
aCWdH	1r4k1/1P1b2pp/B7/p2p4/1r2pP2/8/6PP/1R1R2K1 b - - 4 35	d5d4 b1b4 a5b4 d1d4	1477			
hlF1f	4k2r/pr2npbp/1q4p1/2p5/Q7/2N2NP1/PP1P1P1P/R1B3K1 b k - 3 14	e7c6 c3d5 b6d8 a4c6	1465			
w6Gzn	4kr2/3pq2p/Bp2p1p1/4n3/8/1P6/PKP4P/3Q1R2 b - - 1 24	e7h4 f1f8 e8f8 d1d6 f8g7 d6e5	1513			
2RtSu	5bk1/1q2rpp1/3p3p/3P1N2/3BPR2/rpPB3P/6P1/5RK1 b - - 1 33	e7d7 f5h6 g7h6 f4g4	1475			
b7pIN	1r2r2k/1bppBQpp/p7/1p4N1/8/1B6/Pq3bPP/R4R1K b - - 1 22	f2h4 f7g8 e8g8 g5f7	1519			
QFCXw	2rr2k1/q4pp1/4p2p/p3P3/1p1N4/P2R2P1/1P3PQP/3R2K1 w - - 0 27	d4b5 d8d3 d1d3 c8c1 g2f1 c1f1	1462			
EerY5	r1b1rbk1/ppq2ppp/2p1n3/6N1/3PN3/8/PPQ1BPPP/3RR1K1 b - - 2 17	h7h6 e4f6 g7f6 c2h7	1488			
fSlkM	r4rk1/1ppb1ppp/p1n2q2/1B2N3/3P4/8/PPP2PPP/R2Q1RK1 b - - 1 12	c6e5 d4e5 f6e5 b5d7	1507			
t6Ubt	8/4r2k/p5p1/1bR3bp/3pB3/1K1Pn2P/PP3R2/8 b - - 3 31	g5h4 c5h5 h7g7 h5h4	1485			
IUYhl	8/ppk5/2p1p1p1/4N2q/2PP1P2/4B1K1/1P4Q1/7r w - - 1 35	e5g4 h5h4 g3f3 h1h3	1480			
JbZO4	r2q1rk1/2p2pp1/pn1p1b1p/1p1Pp3/1PP5/P2P1Q2/1B1N1PPP/R3K2R w KQ - 2 17	b2c1 e5e4 d3e4 f6a1	1480			
mjQOE	5r2/pp4pk/7p/5n1q/8/1P1Q1R2/P1P3PP/7K b - - 7 33	h5h4 f3f5 f8f5 d3f5	1507			
Uzg6K	2k2bnr/Bp6/2b1p1Np/4rp2/1PBn4/P7/N4K1P/2R5 b - - 3 29	f8d6 a7d4 e5e4 d4h8	1465			
c9XlR	r4rk1/1p2bppp/p1npq3/4p2Q/2P1B3/8/PP3PPP/R1B1R1K1 b - - 6 15	f7f5 e4d5 e6d5 c4d5	1514			
1LLIQ	r1b2rk1/ppp1n1pp/8/3q4/4p3/2P1PN2/P1B2PPP/R2Q1RK1 b - - 1 14	e4f3 c2b3 c8e6 b3d5	1488			
N2nvO	r1b1k1nr/ppp1qppp/1b1p4/4P3/2QP4/5N2/P4PPP/RNB2RK1 b kq - 0 12	c8e6 d4d5 e6d5 c4d5	1537			
3rcYV	1r3r2/p3Qpk1/3pN1p1/2p1n3/3nB3/3P4/PPPq4/1K3R1R b - - 7 28	d4e6 e7f6 g7g8 h1h8	1476			
95r3c	2k5/1pp2pq1/1p1p1p2/3Ppr2/8/P1P2KP1/1P2N3/R6Q w - - 0 25	f3g2 g7g4 h1h8 c8d7	1463			
gGu0o	r3r3/1p3bkp/p4pp1/q1pp4/N2n1Q2/1P1P1N2/P1P1RPPP/4R1K1 w - - 5 20	f3d4 a5e1 e2e1 e8e1	1506			
uKE5d	r2q4/7p/4pk2/2r1Npp1/PP1P4/1Q3P2/6PP/R5K1 w - - 0 28	d4c5 d8d4 g1f1 d4a1	1475			
izdPV	8/2p2bk1/1q3r2/4Q1p1/3P1N2/1P2K2P/6P1/3R4 w - - 0 33	f4d5 b6b3 d1d3 b3d5 e5d5 f7d5	1531			
HDzGv	2kr2r1/1pp5/p1p1bp2/2q1p2p/PbN1P3/1QP2N1P/1P3PPK/R2R4 b - - 0 19	c5f2 c4b6 c8b8 d1d8	1541			
tdplr	r4rk1/pp3p1p/3p1P2/2p1p1p1/2PnP1P1/1P4QP/P3q1BK/2R2R2 b - - 2 22	d4e6 f1f2 e2f2 g3f2	1474			
rfkaw	8/8/p1k2p2/P1B4p/1P3Nbn/4K3/5P2/8 w - - 0 53	c5d4 h4f5 e3d2 f5d4	1500			
avBls	2bkr3/p4p2/6p1/7p/1bNn4/5Q1P/PP3PP1/R1BKq2R w - - 6 21	h1e1 e8e1	1487			
oxusg	5r2/kr1Q4/5p2/P1pP1Rp1/2P4p/3Pq2P/5RP1/6K1 w - - 3 33	d7e6 b7b1 g1h2 e3g3	1488			
a8JHW	8/p7/k2q1p2/4b3/P1Rr3P/1Q3P2/5P2/6K1 b - - 0 42	d4c4 b3b5	1486			
30V7O	4r3/pp3p1k/q6p/8/3Pr2P/P1P3Q1/R1R2KP1/8 w - - 3 32	f2g1 e4e1 g1h2 a6f1 g3f2 f1h1	1527			
KyjZY	6rk/5prp/p3pQ2/1p6/2p1qP2/P5R1/1P4PP/3R3K b - - 1 29	e4f5 f6g7 g8g7 d1d8 g7g8 g3g8	1528			
59R7Q	r1bq1k1r/pp2p1b1/2p2nBn/3p2Np/3P1B1P/4PQ2/PPP2PP1/R3K2R b KQ - 8 13	c8f5 g6f5 h6f5 g5e6 f8f7 e6d8	1483			
J8su8	3q4/p4pkp/1p3bp1/4p2P/2P1Q3/1P3N2/P4PP1/6K1 w - - 0 25	f3e5 d8d1 g1h2 d1h5	1451			
n1JFG	1k1r3r/2p4p/2p1p1p1/n2pPn2/1q1P2P1/5N1Q/PPP2P2/2KR3R w - - 0 19	g4f5 a5c4 d1d3 b4b2 c1d1 b2b1 d1e2 b1c2	1511			
bN3AN	4r1k1/P5r1/1P6/2N4p/2b5/3pp2P/3R1P2/R4K2 w - - 0 42	f2e3 e8f8 d2f2 d3d2 c5d3 c4d3	1512			
