PuzzleId	FEN	Moves	Rating	correct_answer	timed_out	time_elapsed
4onXR	8/8/1p1k4/1P1Pp3/P1K5/8/8/8 w - - 1 61	a4a5 b6a5 b5b6 a5a4 c4b4 e5e4 b6b7 d6c7 d5d6 c7b7 d6d7 b7c7 d7d8q c7d8	2246			
JV3Dk	r3k2r/pp1b1ppp/2n1pn2/4N3/Q2Pq3/2P1B3/P4PPP/R3KB1R w KQkq - 1 12	f1d3 e4g2 e1c1 c6e5	2171			
qVyFP	r3r1k1/pp3ppp/2p3q1/3p1b2/B2PnB2/P1P1PP2/6PP/2RQ1RK1 b - - 0 18	f5h3 d1c2 b7b5 a4b3 h3g2 c2g2	2183			
VL6zB	r1b3k1/pp4bp/4p1p1/3p4/3n2B1/2P4P/Pq4PN/1R2QNK1 b - - 1 18	d4c2 e1e6 c8e6 g4e6 g8h8 b1b2	2234			
rUf9v	8/p4p2/5p1p/1pk5/5P1P/1P1K2P1/P7/8 b - - 0 40	c5b4 g3g4 f6f5 g4g5 h6h5 d3d4	2179			
EA686	8/5p2/K1k1p3/1p2P3/2p1P1p1/2P5/PP4P1/8 w - - 0 42	b2b3 b5b4 c3b4 c4c3 b4b5 c6c7 a6a7 c3c2 b5b6 c7c6 b6b7 c2c1q	2189			
Icwwp	4q3/pp5k/8/5R2/5P2/5BP1/Pb4KP/8 b - - 0 42	e8g6 f5h5 g6h5 f3h5	2246			
6uuMJ	8/8/pp6/3K4/PP6/k7/8/8 w - - 1 78	b4b5 a6b5 a4b5 a3b4 d5d4 b4b5	2159			
yC70W	r2q3k/ppp3bp/6p1/4n3/B3p1b1/2P1P3/PPQNKPPP/R6R w - - 2 18	f2f3 e4f3 d2f3 e5f3 g2f3 g4f3 e2f3 d8d5	2223			
eYGcx	r3kb1r/pp2qpp1/2p5/6B1/3Pn1P1/2N4p/PPP2PP1/R2QR1K1 w kq - 2 17	g5e7 h3h2 g1f1 h2h1q f1e2 h1g2	2152			
owrwn	r1b2r1k/p5pp/3Q1n2/2pp1PB1/1n6/1BqP1N1P/2P2P2/1K1R3R b - - 2 19	c8f5 g5d2 f6e4 d3e4 c3f3 e4f5	2169			
zJUvU	8/pk5r/2p3R1/3p1p2/3Pp3/1PN1Pn2/2P1KP1r/R7 w - - 0 27	c3a4 h2h1 a1h1 h7h1	2178			
hryUa	6k1/R7/2p3p1/2P2rN1/2b4P/3p2K1/6P1/8 w - - 0 39	a7d7 c4d5 d7d8 g8g7	2178			
V0WUW	8/8/R7/3b1p2/P2pk3/1P3p2/5K2/8 w - - 1 58	b3b4 d4d3 a6g6 d3d2 g6g1 d5b3 b4b5 b3a4	2223			
TNcjR	rn2kb1r/ppp1pppp/1q3nb1/1N6/2BP4/5P2/PP1BQ1PP/2R1K1NR b Kkq - 3 10	c7c6 b5d6 e8d8 d6f7 g6f7 c4f7	2191			
ZFcXm	3rr1k1/p1p2ppp/1b1p1q2/3Q1P2/5PP1/8/P1P1N2P/1R3K1R b - - 0 21	e8e7 g4g5 e7e5 d5e5 d6e5 g5f6	2213			
rNTdD	8/8/5p2/p1kB2p1/8/1KPbP1P1/8/8 w - - 2 37	d5e6 d3c4 e6c4 a5a4 b3b2 c5c4	2173			
z068q	8/p3R1pk/2BQbq1p/5p2/8/P5P1/5PKP/4r3 w - - 8 32	c6d7 f6e7 d6e7 e6d5	2167			
Pm7OS	r1r3k1/1p3p1p/1n2p3/p2pB1b1/6P1/qP2P3/PN2QP2/1K1R3R b - - 1 23	a5a4 h1h7 g8h7 d1h1 h7g6 e2d3 f7f5 g4f5	2205			
dioIx	r4rk1/1b2npbp/p2qp1p1/1p6/1P1N4/P2B2N1/1B3PPP/R2Q1RK1 b - - 0 17	g7d4 d3e4 e7c6 b2d4 d6d4 d1d4 c6d4 e4b7	2244			
Bz20V	3r1r1k/pp1b4/2n2q1p/2bR1p2/2B2Q1N/8/PPP2PPP/4R1K1 b - - 7 23	c5b6 d5d6 b6c7 d6f6	2239			
v5yB8	r2q1r2/ppp2Rpk/3b2np/8/3P4/P1N1PQ1P/1P4P1/R1B3K1 w - - 1 20	c3e4 f8f7 f3f7 d8h4	2189			
YTwTv	r4rk1/pp1bb1pp/1q2p3/3nB3/8/1P5P/P1BQ2P1/R4R1K b - - 1 20	e7b4 d2g5 f8f6 f1f6	2211			
IJECZ	q4b1r/1p1k2pp/p1n1p3/3p2P1/4nB2/8/PPP4P/RN1Q1RK1 w - - 0 17	f1e1 a8a7 f4e3 f8c5	2207			
Jghyi	rn2kr2/pbQpqp1p/1p6/3P4/2N1n3/8/PP3PPP/R2K1BNR b q - 0 13	e4f2 d1c2 e7e4 c2c3	2185			
HKRMp	1k1r2r1/pBp2p1p/1pPb2q1/8/4pp2/2P1Q1P1/PP3P1P/R1B2RK1 w - - 0 22	e3e2 f4g3 f2g3 d6g3 g1h1 g3h2	2215			
UTFbq	r7/1q3pk1/4p1pp/1pP1P3/2pP4/2Q3P1/5P1P/1R4K1 w - - 0 30	c3c4 b5c4 b1b7 a8a1 g1g2 c4c3 b7b3 c3c2	2241			
P056E	7k/7p/R1p2bp1/5p2/8/1BPr2PP/PP2p1P1/6K1 w - - 0 28	g1f2 d3e3 f2e1 f6e5 a6a8 h8g7	2177			
cJqqs	r3kn1Q/p3b3/bpp1p1P1/q2pB1p1/3Pn3/PP2P3/2P1KP2/RN3B1R w q - 1 19	e2f3 a5e1 e5g3 a6f1	2193			
VSPyC	2r3k1/1R3p1p/4n1p1/p7/2Bp1q2/1Q1P3P/P4PP1/6K1 w - - 0 32	b7f7 f4c1 g1h2 c8c4 f7f3 c4c6 b3b7 c6c7	2176			
DIpzF	7k/1p4p1/5p2/3p4/6P1/3Q2NP/1r5r/5K2 w - - 2 38	g4g5 h2d2 d3d2 b2d2	2216			
46eIS	8/p7/B2kb3/4p3/1P2Pppp/2K2P2/6PP/8 w - - 0 35	a6e2 g4g3 h2g3 f4g3	2210			
IgqI4	r1bq1rk1/1p2pp1p/1Q1Pn1pb/p2N4/2B5/1P3N2/PBn1KPPP/7R b - - 0 21	d8d6 b6d6 e6d4 f3d4	2238			
MRvif	5B2/2n1Pk2/R7/p5p1/8/rP3P1P/6K1/8 w - - 1 45	a6a8 a3a2 g2g3 c7a8	2207			
8DeAV	8/4k3/6p1/4B1Np/r4K1P/8/8/8 w - - 9 54	g5e4 e7e6 e5f6 e6d5 f4e3 a4e4	2171			
EahkR	r1b1r3/pp1pp3/5kpQ/2p1n1N1/3qPP2/7P/P1P3PK/bN5R b - - 4 20	e5f7 g5h7 f6e6 h6g6	2178			
R8UwH	8/1q2p2k/3p1pnP/2p2Np1/Q3P3/3P2P1/1r3P2/5RK1 b - - 2 34	b2b4 a4e8 e7e6 e8e6	2242			
9SukG	r2q1rk1/pp4p1/2n1bbQB/8/3PB3/2P5/PP4PP/5RK1 b - - 2 20	c6d4 g6h7 g8f7 h7g7	2212			
tdsVr	5rk1/5pp1/p6R/1p1B3q/5Q2/5N2/PPb1rP1P/6RK b - - 0 29	h5d5 g1g7 g8g7 f4f6 g7g8 h6h8	2182			
wnG1i	r4rk1/ppp2p2/1q5p/5Q2/3pR3/8/P5PP/R6K b - - 1 23	d4d3 e4g4 g8h8 f5e5 f7f6 e5h5	2198			
7rsa4	8/8/8/4p1p1/PkP1P1P1/1p6/3K4/8 w - - 2 50	a4a5 b4a5 d2c3 a5a4 c3b2 a4b4 c4c5 b4c5	2225			
F3iFt	6k1/1p2rpp1/p1p4b/P1P5/7P/6PB/2R1p3/1R1rB2K w - - 2 38	c2b2 h6c1	2191			
6tTV8	3r3k/ppb2ppn/2p1P2p/8/8/1BP2NqP/PP4P1/4RQ1K b - - 0 28	h7g5 e6f7 d8f8 e1e8	2162			
OvGMk	r1b2rk1/1p1p1ppp/p2Np3/4P3/P2QBPnb/7q/1P1BK2P/R6R b - - 5 16	g4f2 a1a3 h3g4 e4f3	2179			
b5SrO	3r1rk1/1p3pbp/1q1N1np1/2p2b2/8/1B3N1P/PP1R1PP1/R2Q2K1 b - - 5 20	g7h6 d6f7 h6d2 f7d8	2238			
Qo76i	r5nr/pp1k3p/3bp1p1/3pn3/5B2/6Q1/Pq1N1PPP/R4RK1 b - - 1 17	e5c4 d2c4 d6f4 g3f4	2186			
Wnj3s	1b6/1P4p1/8/2B2kp1/8/7P/6K1/8 b - - 0 64	f5e6 c5f2 e6d7 f2g3	2227			
fWXXT	r5k1/3nRp2/pp1Q1n1p/2pP3r/P5q1/1PN3p1/3B2P1/5RK1 w - - 2 30	f1f6 g4d4 d2e3 d4f6	2168			
eQ8K2	8/7p/P1b3p1/4p3/5pPk/7P/5P2/5BK1 w - - 0 39	f2f3 h4g3 f1g2 e5e4 f3e4 f4f3 g2f3 g3f3	2193			
YVpAl	r1bqkn2/pp3r2/2p1pnQ1/3p2BP/3Pp3/8/PPP2PP1/RN2KB1R w KQq - 1 15	g5f6 d8a5 b1c3 f8g6 h5g6 f7f6	2170			
1P8eD	r3k2r/pp3p2/1q2pp2/2nQ4/4RB1p/5NP1/PPP2b1P/2K2B1R w kq - 2 16	f4e3 c5e4 e3b6 e6d5	2247			
qMgNM	r3r1k1/p4pp1/2pb1n1p/4p3/8/1PNP1N1q/PBP2P2/R2QR1K1 w - - 0 15	c3e4 f6e4 e1e4 e8e6	2235			
7EBnp	3Q4/pR3pk1/5ppp/8/4rP2/4rq1P/1P6/1K1R1B2 w - - 3 32	d8d7 e4e7 f1g2 f3g2 d7e7 e3e7	2221			
bRwzp	rnbqk2r/ppp3pp/1b3n2/5pB1/2BP4/P1N2Q2/1PP2PPP/R3K2R b KQkq - 0 10	d8d4 f3e2 e8f8 a1d1 d4f2 e2f2	2155			
4YGC5	8/8/8/2k1Pppp/8/4K1P1/7P/8 w - - 0 49	h2h4 g5h4 g3h4 c5d5	2208			
vyQyu	r1b2rk1/p3qpbp/3p2p1/B1n5/3N4/P2BP3/3Q1PPP/R1R3K1 w - - 1 21	a1b1 g7d4 e3d4 c5d3 d2d3 c8f5	2194			
mJo5U	5r2/1pp2qk1/3p2p1/3Pp2p/1PP1b2P/Q5P1/5P2/1R2R1K1 w - - 0 29	e1e4 f7f2 g1h1 f2c2 b1e1 f8f2 e4e2 f2e2	2226			
2fVyr	r1bq1rk1/2p3pp/p1pb4/5p2/2NPp3/1PNnP3/PB3PPP/2RQ1RK1 w - - 6 15	c1c2 d6h2 g1h2 d8h4 h2g1 f8f6 g2g3 h4h3 f2f4 f6h6	2154			
slHNC	8/8/8/3kpppp/1P6/3K1P2/6PP/8 w - - 0 35	g2g3 g5g4 f3f4 e5f4	2247			
a1609	8/6pk/7p/2Q2P1q/3p4/6P1/P3rRKP/8 w - - 3 50	h2h4 d4d3 c5d4 d3d2 d4d2 e2d2	2164			
KmCWl	3R1rk1/2P5/1B2b2p/pP6/P3Q2p/6Pq/7K/8 w - - 4 34	h2g1 h3f1 g1h2 h4g3 h2g3 f1h3	2242			
1ugl1	8/8/6pp/3k1p2/4p2P/2b1P1P1/3NKP2/8 w - - 0 57	f2f4 c3d2 e2d2 d5c4	2173			
4tVQh	6k1/pb4p1/6qp/2P5/2PQ4/P3p3/6PP/5RK1 w - - 0 29	g2g3 g6c2 c5c6 b7c6 d4d5 c6d5	2157			
I67tz	8/7p/5B1K/1k2P3/3n2P1/2p4P/8/8 w - - 0 47	h6h7 d4e6 f6g7 e6g5	2193			
IwGVv	5r1k/pp2bRp1/4p2p/1q2P3/1n1rN1N1/1P4QP/P5P1/5R1K b - - 0 28	f8f7 f1f7 d4e4 f7e7	2153			
FEIYI	2r2rk1/2p4P/6p1/p2pp3/5q2/1P1P3Q/P1R1K3/7R b - - 0 29	g8g7 c2c7 c8c7 h7h8q f8h8 h3h8 g7f7 h1h7	2227			
qvdeT	7R/3KP3/p7/1p6/1P6/2P3k1/7p/3r4 w - - 3 65	d7e6 h2h1q h8h1 d1h1	2157			
S42ET	8/8/8/3rP3/p4pk1/P1B5/1P4P1/4K3 w - - 0 47	e5e6 d5d6 e6e7 d6e6 e1f1 e6e7	2185			
MiHVM	5rk1/1pp2p2/1p1p2bp/4p1p1/1PP1Pq2/r2P3P/P4PPN/R2Q1RK1 b - - 0 21	c7c5 h2g4 g6h5 g4h6 g8h7 d1h5 f4h4 h5h4	2167			
PsDaj	6k1/5rp1/p5rp/2pNP1b1/4n1q1/2P1P3/RPQ2PPB/5RK1 w - - 1 33	h2g3 e4g3 f2g3 f7f1 g1f1 g4c4	2242			
LpR8v	5rk1/6q1/p1bQ4/1p3r1p/6p1/1P6/P3RPP1/4R1K1 b - - 1 37	f5f2 e2f2 f8f2 g1f2 g7f8 d6f8	2161			
711cg	3b3Q/3k4/p3b1rp/1p4p1/2qp4/P6P/2P2PP1/1R2R1K1 b - - 3 31	g5g4 h8h7 e6f7 b1b4 c4a2 b4d4	2181			
wP4zh	rn1q1rk1/pp3pp1/2pbp1bp/3n3N/2BP2QP/2P3N1/PP3PP1/R1B1K2R w KQ - 7 14	h5g7 d5f6 g4e2 g8g7	2204			
WkueN	b1r1n1k1/R2R4/2P1p3/1P2r3/N3P1p1/P5Pp/7P/6K1 b - - 0 34	e5e4 d7e7 a8c6 b5c6	2171			
fBWGD	r3k3/pp1b4/3pp1Rn/2p5/4P3/2PPQN1q/PP2K3/8 b q - 0 23	h6g4 g6g8 e8f7 f3g5 f7g8 e3h3	2215			
2s9wa	4r1k1/1pq2p1p/5Qp1/1p2N1P1/1P6/P1n4P/5P2/4R1K1 w - - 1 32	g1f1 c3d5 f6f7 c7f7	2152			
CY6UH	r2qnrk1/1p3ppp/p1pp1b1B/5P2/4NQ2/3B3P/PPP2P2/1K4R1 b - - 1 19	f6e5 h6g7 e8g7 f4h6 g8h8 e4g5	2215			
8HrHP	1r2k2r/2q2p2/p3nQ1p/P2pP3/R1pP4/1pP5/1P3PPP/4R1K1 b k - 3 25	e8g8 e1e3 c7d8 f6h6	2245			
Iz4gi	r1bq1rk1/pppp1pp1/2n2n1p/1BbNp1N1/4P2P/8/PPPP1PP1/R1BQK2R b KQ - 0 7	h6g5 h4g5 c5f2 e1f2 f6e4 f2g1	2184			
iNqDP	r3k2r/1qp2p2/p3pBp1/1p5p/7P/4Pn2/PPQ2P2/R4KR1 b kq - 2 21	f3g1 c2c5 e8d7 a1d1 d7c8 f6h8	2214			
qGBiV	2k3rr/pppb3q/2n2p2/1B1p4/P2P4/2R1PNn1/2Q3PB/2R3K1 b - - 1 25	d7g4 c3c6 h7c2 c6c2	2164			
YyN1M	r5k1/5pp1/4p2p/4Nq2/1nBP3P/1P2P1P1/3Q1P1K/8 b - - 3 41	b4d5 e3e4 f5e4 c4d3	2179			
v1wB8	1r1q1rk1/3b1pp1/2n2n1p/p1Ppp3/8/PP2BNP1/2Q2PBP/3RR1K1 b - - 1 19	d5d4 f3e5 c6e5 e3d4 e5c6 d4f6	2217			
A9zKt	r3k2Q/ppp1n3/2npb1p1/6q1/4P3/8/PB3PPP/1R3RK1 b - - 3 19	e8d7 h8a8 e6h3 g2g3 h3f1 b1f1	2203			
lbctM	r4rk1/bpq2pp1/2b1p2p/3p4/3NnP2/P1Q4P/N3B1P1/2BR1R1K w - - 2 26	c3d3 a7d4 d3d4 e4g3 h1h2 g3e2 d4b2 e2c1	2155			
R9rEm	r1b1kb1r/pp1ppppp/2p2n2/5q2/1n1P1B2/1P1NP3/P1PN1P2/R2QKBR1 b Qkq - 5 12	e7e6 g1g5 b4d3 c2d3 f5f4 e3f4	2181			
4pkhQ	2b2rk1/4rp1p/p1p4q/4N1p1/2P2nPP/1PN3Q1/P4P2/R3R1K1 w - - 0 25	h4h5 h6f6 e5c6 e7e1 a1e1 f6c6	2199			
wOpYF	2r2rk1/p3ppbp/2N3p1/qP1p4/P1b1n3/2P1B2P/2Q2PP1/RN2K2R b KQ - 6 17	g7c3 c2c3 e4c3 c6a5	2176			
ZMfcq	7R/p5p1/5n2/7p/5Pkp/2P1P3/P4R2/1r4K1 w - - 3 32	g1h2 h4h3 f4f5 g4h4 f2f4 f6g4	2220			
pTLeA	6k1/3r1r1p/3P1pp1/p2Rn3/4PQ2/P1B2P1P/1P2qP2/3R2K1 w - - 3 31	d5e5 e2d1 g1h2 f6e5 f4e5 d1d6 e5d6 d7d6	2170			
SGyXK	rk6/1b3R2/1p4qp/8/QP6/P2p3P/6P1/3R3K w - - 6 37	f7f8 b8c7 d1c1 c7d6 f8f6 g6f6	2157			
EZtN6	2q3k1/p2r4/4p1P1/4b2B/4b3/2P2Q2/P2B4/K4R2 w - - 0 40	f3f7 d7f7 g6f7 g8h7	2200			
wNnBx	8/8/8/p7/Pp6/5kPp/2K4P/8 w - - 3 65	c2d2 f3g2 g3g4 g2h2 g4g5 h2g1 g5g6 h3h2 g6g7 h2h1q g7g8q h1g2	2242			
alfcw	r4b1k/1b2r1p1/pp1p1BQp/2pP1P1B/2P1q3/1P4RP/P5P1/6K1 b - - 0 26	e7d7 g6h6 h8g8 h6g5	2211			
hTKYm	4br1k/ppq1r3/3b3p/2PQ4/3P1p1P/4p3/P2BBP2/R3K2R w KQ - 0 31	c5d6 e3d2 e1d2 e7e2 d2e2 c7c2 e2f1 c2d3 f1g1 f8g8	2155			
SCEaO	4Q3/2q1b1pk/2p1p2p/2npPp2/3P1P2/5NNP/1r4P1/R5K1 w - - 0 30	d4c5 b2b8 e8h5 g7g6 f3g5 e7g5	2153			
yP8uH	5r1k/r3p2p/3p1qp1/p1pB4/2P3P1/RP4QP/7K/4R3 w - - 3 34	h2g2 f6b2 g2g1 b2a3 g3c3 e7e5 e1a1 a3b4	2162			
e1Sqv	r2q1rk1/pp2bppp/8/2N1p3/6bP/2P2N2/PPB1QPP1/R3K2R b KQ - 0 15	e7c5 e2e4 c5f2 e1f2	2163			
YUz1v	2rqk2r/p2bbppp/1pn1p3/1B1p4/Q2P4/5PB1/PP1NN1PP/2R2K2 w k - 6 17	b5c6 c8c6 c1c6 d8a8 c6c8 a8c8	2177			
mFMed	5rk1/5ppp/4p3/p3P1P1/1p6/1q1p1Q2/2rB2PP/3KRR2 w - - 0 27	f3e3 c2c3	2197			
6vUUv	r2q4/pp6/1bk5/3nQ3/5P2/1P4P1/P5KP/2R5 b - - 3 33	c6b5 a2a4 b5a5 c1d1 a8c8 d1d5 d8d5 e5d5	2219			
Z7PrT	r2r2k1/5pbp/2p1b1p1/4p1P1/1p2Pn1P/qPN2N2/P1B2P2/1KQR3R b - - 1 25	b4c3 d1d8 g7f8 c1a3	2221			
dP9N0	1r1k3r/1p3R2/p4n2/8/Q2p4/8/PP5P/KN4q1 b - - 1 34	g1g8 a4d4 d8e8 f7f6	2196			
GIElN	r2q1rk1/ppp2pp1/2np3p/4p1n1/4P3/2NP1B2/PPPQ1P2/2KR2R1 b - - 1 14	g5f3 d2h6 g7g6 g1g6 f7g6 h6g6	2192			
RjFWJ	r2k1b1r/p1pnpQp1/1q4Pp/4p3/1R6/3P4/P2BPP2/2R1K3 b - - 3 22	b6f6 f7d5 c7c6 c1c6	2212			
k7FGQ	r2q2rk/p1p1bp1n/2ppb2p/4P3/5Q2/2NB3P/PPP2PP1/R3R1K1 b - - 2 16	e6h3 f4h6 g8g2 g1h1 d8g8 h6h3 g2g4 e1e4	2221			
5tlwe	3rk2r/5p1p/Q1p1p1p1/4q3/4P1n1/2N5/PPP3PP/R4R1K w k - 0 19	a6c6 e8f8 g2g3 d8d2	2189			
IbVAM	5bk1/2q2ppp/b3P3/p1pB1Q2/Pp3PP1/1Pp1B2P/8/6K1 b - - 0 34	g8h8 d5e4 g7g6 f5f6 f8g7 e6f7	2237			
d10SR	5qk1/pb3ppp/1p6/2rpQN1P/6P1/4PP2/PP6/1K5R b - - 0 22	d5d4 f5e7 g8h8 e5d6 c5c8 e7c8	2209			
Mixq5	2b2b1r/1p1k3p/p3p1p1/3pQ3/3P4/2N1P3/Pq3PPP/R3KB1R w KQ - 0 15	e5h8 b2c3	2213			
a6zOP	r3qr2/1pp4k/n2p2p1/p4p1p/2PB2nP/1P1Bb1P1/P3NPK1/1R1Q1R2 b - - 1 21	a6b4 d4e3 e8e3 f2e3	2172			
VNiPc	r1b2rk1/p4pp1/2pb3p/1p6/3p3q/1B1P3P/PPPB1PP1/R2QR1K1 b - - 1 15	c8h3 e1e4 h4f6 g2h3	2180			
DlrHv	r4rk1/1pp2pp1/p7/2bPp3/4PqP1/P1NBnP1p/1P1Q3N/R4R1K w - - 8 27	f1g1 e3g4 a1d1 g4f2 d2f2 c5f2	2207			
8bQtM	r6r/p1qk1pp1/Q1p2n2/3p4/B2P1Pb1/1PN1R2p/2P2P2/R6K b - - 2 23	a8b8 a4c6 c7c6 e3e7 d7e7 a6c6 g4f3 h1h2	2194			
YMCIU	2r3k1/1p3pp1/pQ5p/3Pp3/2B1P3/1P4R1/1P1q1PPP/2r2RK1 b - - 2 24	c1f1 c4f1 c8c1 b6e3	2165			
qfjQ4	rn1qkb1r/pp3ppp/2p1pn2/5bN1/2BP4/2N5/PPP3PP/R1BQ1RK1 b kq - 3 8	h7h6 g5f7 e8f7 f1f5	2249			
jSIIU	4r1k1/1pR2pp1/3p3p/3r3q/1P1Q1P2/4P2P/5PK1/2R5 w - - 0 31	d4c3 e8e6 c7c8 g8h7	2194			
nZmGM	4r3/2r1qpk1/p3b1p1/1p1pP2p/5Q1P/1P1BB3/P4PP1/3R2K1 b - - 5 32	e8c8 f4h6 g7g8 d3g6 f7g6 h6g6 e7g7 g6e6	2163			
iGSc8	2kr3r/pp1q1pp1/2p2n1p/4pP2/N2bP3/3P4/P3B1K1/1RBQ1R2 b - - 3 20	g7g6 f5g6 d7e6 d1b3	2223			
0Spmn	5krr/1bp3b1/p2p1qQp/1p1PpP2/4P3/3BB3/PPP4R/2K4R w - - 5 32	e3h6 g7h6 h2h6 g8g6 h6h8 g6g8	2240			
FSMx1	4r3/2pk2p1/p1p3qp/3p1b2/P2P1P2/2PQ4/1R4P1/5RK1 w - - 2 29	d3a6 f5d3 f4f5 g6g3 a6d3 g3d3	2168			
VLMww	1r5k/4r1p1/4p2p/2p1P1N1/p1n3RP/PqP2P2/1P1Q4/K1R5 w - - 5 33	d2c2 b3c2 c1c2 c4e3 c2e2 e3g4	2209			
RNkHA	2r4k/pp4pp/3p4/3NpqB1/P1Bn2n1/3P4/1PP3PP/R2Q2K1 w - - 0 17	d5e7 f5g5 d1g4 g5g4	2204			
lJMuz	r6r/1ppq3k/3p1p2/pP1PpPB1/3bP1n1/P1NP2K1/3Q4/R4R2 w - - 0 25	g5f6 g4f6 d2g5 d7g7 f1h1 h7g8 h1h8 g8h8	2232			
IBHtS	r4rk1/1p3pp1/2p4Q/3Pq3/2Pp4/pP1n3P/P4PR1/1K4R1 b - - 1 25	g7g6 g2g6 f7g6 h6g6 e5g7 g6g7	2169			
6NufU	r5k1/pq3p1p/6p1/3nr3/1p2N3/1Q6/PP3PPP/3R1RK1 b - - 0 24	d5f4 d1d7 b7d7 e4f6 g8g7 f6d7	2198			
YomnA	8/2r1K3/6k1/p2P1pP1/Pp6/1P3R2/8/8 w - - 5 77	e7e8 c7c3 f3f1 c3d3 e8d7 d3d5	2218			
zCIab	5r1r/pp4k1/2nbB1p1/q2P2Bp/2p5/7P/PP3P2/R2QR1K1 w - - 1 21	d5c6 a5g5 g1h1 g5f4 d1d6 f4d6	2171			
1ZcIV	6k1/2p2pp1/p1n4p/1p3N2/4rqP1/1QP2N1P/PP3K2/R7 w - - 0 24	b3d5 c6e5 f5h4 f4e3	2199			
IPmJv	2k5/3b4/3P4/4QN2/4PK2/1q6/2p5/8 w - - 0 48	f5e7 c8b7 e5c5 b3b2 c5c7 b7a6	2221			
hF1yy	r4rk1/1p1qppb1/p1np3p/2p3pn/2P1P3/2NPBN2/PP1Q1PPP/R3R1K1 w - - 0 14	d3d4 g5g4 f3h4 c5d4	2246			
ynh4a	2r3k1/6b1/3p1qP1/ppnP1NpQ/2p1Pp2/2P5/P5K1/1B5R b - - 1 34	c8e8 h5h7 g8f8 f5g7	2227			
I9zxi	r4k2/p1R3R1/1pn4p/4n2r/1P6/P1P3B1/6KP/8 b - - 2 29	h5g5 g7g5 h6g5 b4b5 c6e7 g3e5	2232			
7vbVt	q7/3kbp2/5p2/2PbpP2/8/1P1Q1N2/p1P5/B1K5 w - - 0 33	c2c4 e5e4 d3d4 e4f3	2172			
nmHBt	8/8/1PkP4/2P5/5ppp/8/5K2/8 w - - 0 47	f2g2 g4g3 g2h3 f4f3 b6b7 c6b7	2193			
ClskV	r1b2Q2/p1p3pk/3pB1qp/2pPp3/2P5/1PN5/P5PP/R5K1 w - - 2 24	e6f5 c8f5 f8f5 g6f5	2248			
wkigH	r1b2k1r/1p1nq1p1/1b5p/1p3p2/P1BPn3/B2Q1N2/5PPP/R3R1K1 b - - 1 21	b6c5 d4c5 b5c4 d3c4 e7f7 c5c6 f8g8 c4f7 g8f7 c6d7	2169			
S39zM	r2qkb1r/p4pp1/2p1pn1p/3p1b2/3Q1B2/2N2N1P/PPP2PP1/R3R1K1 b kq - 1 13	c6c5 d4a4 d8d7 c3b5 a7a6 b5c7	2226			
DfyxA	4k3/ppp5/6N1/7P/3P4/2P2PK1/Pr4P1/8 w - - 1 32	h5h6 b2b6 g6e5 b6h6 f3f4 h6a6	2200			
0vjTH	r1b4r/ppp1kBpp/3p4/2b1P3/4P1n1/2P3Pq/PP1PQ2P/RNB2R1K w - - 1 13	d2d4 g4h2 c1g5 e7f8	2208			
3j3hY	4r1k1/6pp/2pb4/7Q/q7/1NP1P3/P2P1n1P/R1BK3R w - - 0 25	d1c2 a4e4 d2d3 e4d3 c2b2 e8a8	2187			
wIj1g	r5k1/5ppp/p4b2/2pP4/q1r5/3QRN2/2P1KPPP/4R3 b - - 3 23	a4c2 d3c2 c4c2 e2d1	2192			
ZmQKg	2r1r3/p2N3p/k1p2Bpb/5n2/1PP5/4p3/KP4PP/3R3R b - - 0 29	e3e2 d7c5 a6b6 d1d7 c8c7 f6d8	2218			
ySbTk	2r3k1/p4ppp/1p6/3N4/2P3qN/1P4P1/P1Q1r2P/2K4R w - - 1 27	c2f5 c8c4 b3c4 g4c4 c1d1 g7g6 f5b1 e2a2	2184			
7je3x	8/2p4K/1pb5/2pP1k2/7P/5P2/P7/3B4 b - - 0 43	c6d5 h7g7 f5f4 h4h5 d5a2 d1c2	2233			
aydxV	8/8/5pR1/5K2/3r2Pk/8/8/8 b - - 2 51	d4d6 g6h6 h4g3 g4g5 d6d5 f5f6	2205			
w6XWz	7r/3R3p/p3kpp1/1r2p3/2b5/B7/2P2PPP/3R2K1 b - - 3 31	b5d5 d1d5 c4d5 d7d6 e6f5 d6d5	2154			
ClAAX	r1b2r1k/2P3R1/1B1Q1n2/7p/2BpPp2/5q2/P7/4K1R1 b - - 0 33	f3e3 e1d1 c8g4 g7g4	2185			
YAn5G	5rk1/2R3p1/1pQ4p/p3q3/P5P1/7P/1r3P2/5RK1 b - - 3 31	b2f2 c6c4 g8h8 f1f2 e5g3 f2g2	2231			
FVxeq	8/5r1k/1Q4pp/2pq1p1n/3p1P2/P2P2PP/7K/1R3R2 w - - 3 34	b1e1 f7b7 b6b7 d5b7	2189			
I1hoT	3rk2r/pp3ppp/2p1pq2/8/Q7/BPn2P2/P1P1BP1P/K2R3R w k - 4 21	a4a7 c3d1 c2c3 d1c3	2237			
7633O	r3k2r/p4p2/5p2/qp1PNb2/8/3R2Pp/BQ3P1P/1K5R w kq - 1 27	e5c6 f5d3 b1a1 a5a4	2153			
Whkfa	8/8/8/5n2/2k1p3/P3N1p1/3K4/8 b - - 1 57	c4d4 e3f5 d4c4 d2c2 g3g2 f5e3 c4b5 e3g2	2201			
